ref,PDF_id,article_type,authors,article_title,source_title,pub_year,doi,lead_author_institution_type,lead_author_affiliation,study_country,study_region,koaro,inanga, giant_kokopu,shortjaw_kokopu,banded_kokopu,spotted_galaxias,spatial_extent,spatial_extent_km,temporal,period_yrs,preiod_frq,survey,model,experiment,ex_field,ex_lab,review,review_method,method_other,diet,predation,competition,metabolism,disease,parasites,behaviour,movement ,migration,morphology,evolution,spawning,riparain,growth,genetics,eggs,larvae,juveniles,adults,demographics,sex_ratio,fecundity,mortality,age_size_structure,abundance_density,physiochemical_habitat,landuse,aquaculture,harvesting,method_development,conservation,restoration,invasive species,climate_change,stream,lake,ocean,landlocked,notes
124,189,J,Viozzi GP. Marin SL. Carvajal J. Brugni N. Mancilla M.,"a New Genus of Dactylogyrid from the Gills of Galaxias Maculatus (Osmeriformes : Galaxiidae) in Maullin Basin, Patagonia, Chile",Journal of Parasitology,2007,10.1645/GE-1029R.1,tertiary,Universidad Nacional del Comahue,Chile,Magallanes,n,y,n,n,n,n,na,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
45,72,J,Hustler K. Whittington B. Martin Z.,a Novel Hunting Method for Banded Kokopu,New Zealand Journal of Zoology,2015,10.1080/03014223.2015.1071272,secondary,Northcote College,NZ,Auckland,n,n,n,n,y,n,reach,0.01,n,na,na,y,n,y,y,n,n,na,feeding,y,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,bandeds leaping out of the water and grabbing prey from the bank
83,128,J,Urbina MA. Glover CN. Forster ME.,a Novel Oxyconforming Response in the Freshwater Fish Galaxias Maculatus,Comparative Biochemistry and Physiology a-Molecular & Integrative Physiology,2012,10.1016/j.cbpa.2011.11.011,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,respirometry,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
268,361,J,Stokell G.,A preliminary investigation of the systematics of some Tasmanian Galaxiidae,Papers and Proceedings of the Royal Society of Tasmania,1966,keep,na,na,Australia,Tasmania,n,y,n,n,n,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
49,79,B,Wallis GP. Wallis LJ.,a Preliminary Transcriptomic Study of Galaxiid Fishes Reveals a Larval Glycoprotein Gene under Strong Positive Selection,"Evolutionary Biology: Genome Evolution, Speciation, Coevolution and Origin of Life",2014,10.1007/978-3-319-07623-2_3,tertiary,UoO,na,na,y,n,y,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,
282,376,J,Andrews AP.,A Revision of the Family Galaxiidae (Pisces) in Tasmania,Marine and Freshwater Research,1976,10.1071/MF9760297,govt,Tasmanian Museum,Australia,Tasmania,y,y,n,n,n,y,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
270,364,J,Andrews AP.,A Revision of the family Galaxiidae (Pisces) in Tasmania,Australian Journal of Marine and Freshwater Research,1982,10.1071/MF9760297,govt,Tasmanian Museum,Australia,Tasmania,y,y,n,n,n,y,regional,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
269,363,J,Andrews AP.,A Tasmanian Landlocked Population of the Nnormally Diadromous Fish Galaxias maculatus,Papers and Proceedings of the Royal Society of Tasmania,1982,10.26749/rstpp.116.85,govt,Tasmanian Museum,Australia,Tasmania,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,nn,n,n,n,n,n,n,y,n,y,
160,229,J,Glova GJ.,a Test for Interaction Between Brown Trout (Salmo Trutta) and Inanga (Galaxias Maculatus) in an Artificial Stream,Ecology of Freshwater Fish,2003,10.1046/j.1600-0633.2003.00019.x,CRI,NIWA,NZ,Canterbury,n,y,n,n,n,n,lab,0.01,n,na,na,n,n,y,n,y,n,na,interaction,n,y,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,y,n,n,n,n,n,n,y,n,y,n,n,n,
249,331,J,Hine. PM.,"Acanthocephalus-Galaxii Nsp Parasitic in Galaxias-Maculatus (Jenyns, 1842) in Waimeha Stream, New-Zealand",Journal of the Royal Society of New Zealand,1977,10.1080/03036758.1977.10419335,govt,MAF,NZ,Wellington,n,y,n,n,n,n,reach,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
138,206,J,Revenga JE. Torres PF. Siegmund I.,Acanthostomoides Apophalliformis (Trematoda : Cryptogonimidae) Does not Cause Detectable Mortality in Galaxias Maculatus (Teleostomi : Galaxiidae),Brazilian Archives of Biology and Technology,2006,10.1590/S1516-89132006000600004,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,
178,249,J,Mcdowall RM.,Accumulating Evidence for a Dispersal Biogeography of Southern Cool Temperate Freshwater Fishes,Journal of Biogeography,2002,10.1046/j.1365-2699.2002.00670.x,CRI,NIWA,Southern hemispere,na,y,y,y,y,y,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,y,y,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,,n,n,n,n,n,na,na,na,na,
133,200,J,De Pertierra AAG. Semenas LG.,"Ailinella Mirabilis Gen. N., Sp N. (Eucestoda : Pseudophyllidea) from Galaxias Maculatus (Pisces : Galaxiidae) in the Andean-Patagonian Region of Argentina",Folia Parasitologica,2006,10.14411/fp.2006.034,tertiary,Universidad de Buenos Aires,Argentina,Patagonia,n,y,n,n,n,n,na,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,na,
150,218,J,Flores VR. Brugni N. De Nunez MO.,Allocreadium Pichi N. Sp (Trematoda : Allocreadiidae) in Galaxias Maculatus (Osteichthyes : Galaxiidae) from Lake Moreno in Patagonia (Argentina),Systematic Parasitology,2004,10.1023/B:SYPA.0000032932.88512.a9,tertiary,Universidad de Buenos Aires,Argentina,Patagonia,n,y,n,n,n,n,basin,na,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,
65,105,J,Hickford MJH. Schiel DR.,"Artificial Spawning Habitats Improve Egg Production of a Declining Diadromous Fish, Galaxias Maculatus (Jenyns, 1842)",Restoration Ecology,2013,10.1111/rec.12008,tertiary,UoC,NZ,Canterbury,n,y,n,n,n,n,regional,41,n,na,na,n,n,y,y,n,n,na,habitat manipulation,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,y,n,n,n,y,n,n,y,n,y,y,n,n,n,n,n,y,n,n,y,n,n,n,
25,36,J,Pearce J. Sabetian A. Keyser LM. Wang S. Lu J.,Assessing Sperm Membrane Viability using Flow Cytometry in Farmed New Zealand Giant Kokopu Galaxias Argenteus,New Zealand Journal of Marine and Freshwater Research,2018,10.1080/00288330.2017.1394883,tertiary,AUT,NZ,na,n,n,y,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,flow cytometry,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,y,n,n,n,y,n,y,n,n,n,n,na,na,na,na,has a nice length-frequency distribution
156,225,J,Baker CF. Hicks BJ.,Attraction of Migratory Inanga (Galaxias Maculatus) and Koaro (Galaxias Brevipinnis) Juveniles to Adult Galaxiid Odours,New Zealand Journal of Marine and Freshwater Research,2003,10.1080/00288330.2003.9517167,CRI,NIWA,NZ,Waikato,y,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,odour,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
121,186,J,Mclean F. Barbee NC. Swearer SE.,"Avoidance of Native Versus Non-Native Predator Odours by Migrating Whitebait and Juveniles of the Common Galaxiid, Galaxias Maculatus",New Zealand Journal of Marine and Freshwater Research,2007,10.1080/00288330709509906,tertiary,UoM,Australia,Victoria,n,y,n,n,n,n,lab,0.001,n,na,na,n,n,y,n,y,n,na,odour,n,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,n,n,
210,286,J,Boubee JAT. Dean TL. West DW. Barrier RFG.,Avoidance of Suspended Sediment by the Juvenile Migratory Stage of Six New Zealand Native Fish Species,New Zealand Journal of Marine and Freshwater Research,1997,10.1080/00288330.1997.9516745,CRI,NIWA,NZ,Waikato,y,y,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,sediment,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
107,166,J,Essumang DK. Dodoo DK. Adokoh CK. Sam A. Doe NG.,"Bioaccumulation of Platinum Group Metals on some Fish Species (Oreochromis Niloticus, Penaeus Laspisulcates, Scylla Serrate, Galaxias Brevipinnis and Mollusc) in the Pra Estuary of Ghana",Toxicological and Environmental Chemistry,2008,10.1080/02772240701649869,tertiary,University of Cape Coast,Ghana,Central,y,n,n,n,n,n,reach,11,n,na,na,y,n,n,n,n,n,na,toxocology,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
199,274,J,Waters JM. Dijkstra LH. Wallis GP.,Biogeography of a Southern Hemisphere Freshwater Fish: How Important is Marine Dispersal?,Molecular Ecology,2000,10.1046/j.1365-294x.2000.01082.x,tertiary,UoO,Southern hemispere,na,n,y,n,n,n,n,international,10400,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,n,
130,197,J,Baker CF. Carton AG. Fine JM. Sorensen PW.,"can Bile Acids Function as a Migratory Pheromone in Banded Kokopu, Galaxias Fasciatus (Gray)?",Ecology of Freshwater Fish,2006,10.1111/j.1600-0633.2006.00155.x,CRI,NIWA,Canada,na,n,n,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,chemical reaction,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
51,81,J,Akbaripasand A. Ramezani J. Lokman PM. Closs GP.,can Drifting Invertebrates Meet the Energy Requirements of Drift-Feeding Fish? a Case Study on Galaxias Fasciatus,Freshwater Science,2014,10.1086/676957,tertiary,UoO,NZ,Otago,n,n,n,n,y,n,regional,0.5,n,na,na,y,n,y,n,y,n,na,respirometry,y,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,y,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,
142,210,J,Eikaas HS. Mcintosh AR. Kliskey AD.,Catchment- And Site-Scale Influences of Forest Cover and Longitudinal Forest Position on the Distribution of a Diadromous Fish,Freshwater Biology,2005,10.1111/j.1365-2427.2005.01337.x,tertiary,UoC,NZ,Canterbury,y,n,n,n,n,n,regional,40,n,na,na,y,n,n,n,n,n,na,GIS,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,na,na,na,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,
88,135,J,Encina-Montoya F. Vega-Aguayo R. Mardones-Lazcano A. Rueda T. Tello A.,Characterization of Whitebait (Galaxias Maculatus) Respiratory Rates to Optimize Intensive Culture Carrying Capacities,Aquaculture Research,2011,10.1111/j.1365-2109.2010.02692.x,tertiary,Universidad Catolica de Temuco,Chile,AraucanÌa,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,respirometry,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,n,
112,176,J,Barbee NC. Swearer SE.,"Characterizing Natal Source Population Signatures in the Diadromous Fish Galaxias Maculatus, using Embryonic Otolith Chemistry",Marine Ecology Progress Series,2007,10.3354/meps06886,tertiary,UoM,Australia,Victoria,n,y,n,n,n,n,regional,700,n,na,na,y,n,n,n,n,n,na,otolith microchemistry,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
244,326,J,Mcdowall RM.,"Charles Douglas, Explorer: His Notes on Freshwater Fishes",Journal of the Royal Society of New Zealand,1980,10.1080/03036758.1980.10419452,govt,MAF,NZ,Canterbury,y,y,y,n,y,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,n,y,n,n,,n,n,y,y,n,n,
185,256,J,Waters JM. Wallis GP.,Cladogenesis and Loss of the Marine Life-History Phase in Freshwater Galaxiid Fishes (Osmeriformes: Galaxiidae),Evolution,2001,10.1111/j.0014-3820.2001.tb00791.x,tertiary,UoO,Southern hemispere,na,y,n,n,n,y,n,international,1800,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
20,31,J,Becker LA. Crichigno SA. Cussac VE.,Climate Change Impacts on Freshwater Fishes: a Patagonian Perspective,Hydrobiologia,2018,10.1007/s10750-017-3310-4,tertiary,Universidad Nacional del Comahue,"Chile, Argentina",na,n,y,n,n,n,n,international,na,n,na,na,n,n,n,n,n,y,narrative,na,n,y,y,n,n,n,n,n,y,y,y,n,n,n,n,n,na,na,na,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,na,na,na,na,
93,142,J,Zemlak TS. Walde SJ. Habit EM. Ruzzante DE.,Climate-Induced Changes to the Ancestral Population Size of Two Patagonian Galaxiids: The Influence of Glacial Cycling,Molecular Ecology,2011,10.1111/j.1365-294X.2011.05352.x,tertiary,Dalhousie University,"Chile, Argentina","Patagonia, Magallanes, O'Higgins, —uble, Los RÌos",n,y,n,n,n,n,international,2300,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,y,y,n,
207,283,J,Jowett IG. Hayes JW. Deans N. Eldon GA.,Comparison of Fish Communities and Abundance in Unmodified Streams of Kahurangi National Park with Other Areas of New Zealand,New Zealand Journal of Marine and Freshwater Research,1998,10.1080/00288330.1998.9516827,CRI,NIWA,NZ,"West Coast, Nelson-Tasman",y,y,y,y,y,n,regional,90,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,y,n,n,n,
60,97,J,O'brien Q. Cooper D.,Conservation Breeding of Shortfin Eels Anguilla Australis and Giant Kokopu Galaxias Argenteus at Mahurangi Technical Institute using Aquarium and Aquaculture Techniques,International Zoo Yearbook,2013,10.1111/izy.12007,tertiary,Mahurangi Technical Institute,NZ,Auckland,n,n,y,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,na,n,n,n,n,n,n,n,n,n,n,n,y,n,y,n,y,y,y,y,y,n,n,y,n,n,n,n,y,n,y,y,n,n,n,y,n,n,n,captive breeding
235,316,J,Swales. S.,"Conservation Status of Large Galaxiids (Pisces, Galaxiidae) in Tributaries of the Waikato River, New-Zealand",Journal of Fish Biology,1990,10.1111/j.1095-8649.1990.tb05043.x,tertiary,UoW,NZ,Waikato,y,n,y,y,y,n,regional,na,n,na,na,n,n,n,n,n,y,narrative,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,
8,15,J,Victoriano PF. Munoz-Ramirez CP. Canales-Aguirre CB. Jara A. Vera-Escalona I. Burgos-Careaga T. Munoz-Mendoza C. Habit EM.,"Contrasting Evolutionary Responses in Two Co-Distributed Species of Galaxias (Pisces, Galaxiidae) in a River from the Glaciated Range in Southern Chile",Royal Society Open Science,2020,10.1098/rsos.200632,tertiary,Universidad de ConcepciÛn,Chile,Los RÌos,n,y,n,n,n,n,basin,120,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,
43,70,J,Gonzalez-Wevar C. Salinas P. Hune M. Segovia N. Vargas-Chacoff L. Oda E. Poulin E.,"Contrasting Genetic Structure and Diversity of Galaxias Maculatus (Jenyns, 1848) along the Chilean Coast: Stock Identification for Fishery Management",Journal of Heredity,2015,10.1093/jhered/esv005,tertiary,Universidad de Magallanes,Chile,"AysÈn, AraucanÌa",n,y,n,n,n,n,regional,1060,n,na,na,y,n,n,n,n,n,na,DNA,n,n,n,n,n,n,n,n,y,n,y,n,n,n,y,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
110,171,J,Mardones A. Vega R. Encina F.,Cultivation of Whitebait (Galaxias Maculatus) in Chile,Aquaculture Research,2008,10.1111/j.1365-2109.2008.01925.x,tertiary,Universidad Catolica de Temuco,Chile,AraucanÌa,n,y,n,n,n,n,na,na,n,na,na,n,n,n,n,n,y,semi-quantative,na,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,,n,n,y,n,y,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,
295,388,J,Johnson CR. White RW. Bick YAE.,Cytotaxonomy of seven species of Galaxias (Pisces: Galaxiidae) in Tasmania,Genetica,1981,10.1007/BF00126925,tertiary,University of Tasmania,Australia,Tasmania,y,y,n,n,n,y,na,na,n,na,na,y,n,n,n,n,n,n,Karyotype,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,na,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,na,na,
231,312,J,Mitchell CP.,Deposition of Galaxias-Fasciatus Eggs with Galaxias-Maculatus Eggs at a Tidal Site,New Zealand Journal of Marine and Freshwater Research,1991,10.1080/00288330.1991.9516471,na,Fisheries Research Centre,NZ,BoP,n,y,n,n,y,n,reach,0.01,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,has a bit of info on egg densities 
101,158,J,Chapman A. Morgan DL. Gill HS.,Description of the Larval Development of Galaxias Maculatus in Landlocked Lentic and Lotic Systems in Western Australia,New Zealand Journal of Marine and Freshwater Research,2009,10.1080/00288330909510022,tertiary,Murdoch University,Australia,Western Australia,n,y,n,n,n,n,regional,320,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,y,
151,219,J,Hansen EA. David BO. Closs GP.,Diel Patterns of Feeding and Prey Selection in Giant Kokopu (Galaxias Argenteus),New Zealand Journal of Marine and Freshwater Research,2004,10.1080/00288330.2004.9517242,tertiary,UoO,NZ,Otago,n,n,y,n,n,n,reach,0.3,n,na,na,y,n,n,n,n,n,na,na,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
170,241,J,Bonnett ML. Lambert PW.,"Diet of Giant Kokopu, Galaxias Argenteus",New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517093,CRI,NIWA,NZ,na,n,n,y,n,n,n,regional,na,n,na,na,y,n,n,n,n,n,na,na,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,na,n,
119,184,J,Macchi PJ. Pascual MA. Vigliano PH.,Differential Piscivory of the Native Percichthys Trucha and Exotic Salmonids Upon the Native Forage Fish Galaxias Maculatus in Patagonian Andean Lakes,Limnologica,2007,10.1016/j.limno.2006.09.004,tertiary,Universidad Nacional del Comahue,Argentina,Patagonia,n,y,n,n,n,n,regional,30,n,na,na,y,n,y,n,y,n,na,predation,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,
225,306,J,Rowe DK.,"Disappearance of Koaro, Galaxias Brevipinnis, from Lake Rotopounamu, New-Zealand, Following the Introduction of Smelt, Retropinna-Retropinna",Environmental Biology of Fishes,1993,10.1007/BF00012409,CRI,NIWA,NZ,Waikato,y,n,n,n,n,n,basin,1.2,n,na,na,y,n,n,n,n,n,na,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,y,no fish caught - thought to be excluded by smelt 
175,246,J,David BO. Closs GP. Arbuckle CJ.,"Distribution of Fish in Tributaries of the Lower Taieri/Waipori Rivers, South Island, New Zealand",New Zealand Journal of Marine and Freshwater Research,2002,10.1080/00288330.2002.9517132,tertiary,UoO,NZ,Otago,y,y,y,n,y,n,regional,50,n,na,na,y,n,n,n,n,n,na,na,n,n,y,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,,n,n,n,y,n,y,n,n,n,
232,313,J,Swales S. West DW.,"Distribution, Abundance and Conservation Status of Native Fish in some Waikato Streams in the North-Island of New-Zealand",Journal of the Royal Society of New Zealand,1991,10.1080/03036758.1991.10420827,tertiary,UoW,NZ,Waikato,y,y,y,y,y,n,regional,55,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,
302,397,J,Sloane RD.,"Distribution, abundance, growth and food of freshwater eels (Anguilla spp.)in the douglas river, tasmania",Marine and Freshwater Research,1984,10.1071/MF9840325,govt,Inland fisheries commission,Australia,Tasmania,n,n,n,n,n,y,basin,10,n,na,na,y,n,n,n,n,n,na,na,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,y,n,n,n,n,y,n,n,n,n,n,n,n,n,n,y,n,n,n,density
137,205,J,Olsson K. Stenroth P. Nystrom P. Holmqvist N. Mcintosh AR. Winterbourn MJ.,"Does Natural Acidity Mediate Interactions Between Introduced Brown Trout, Native Fish, Crayfish and Other Invertebrates in West Coast New Zealand Streams?",Biological Conservation,2006,10.1016/j.biocon.2005.12.019,tertiary,Lund University,NZ,West Coast,y,n,y,n,y,n,regional,80,n,na,na,y,n,n,n,n,n,na,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,n,n,n,n,n,n,y,n,n,n,n,n,n,y,n,y,n,n,n,
155,224,J,Baker CF.,Effect of Adult Pheromones on the Avoidance of Suspended Sediment by Migratory Banded Kokopu Juveniles,Journal of Fish Biology,2003,10.1046/j.1095-8649.2003.00029.x,CRI,NIWA,NZ,Waikato,n,n,n,n,y,n,lab,na,n,na,na,n,n,y,n,y,n,na,odour,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
32,47,J,Milano D. Vigliano PH. Beauchamp DA.,Effect of Body Size and Temperature on Respiration of Galaxias Maculatus (Pisces: Galaxiidae),New Zealand Journal of Marine and Freshwater Research,2017,10.1080/00288330.2016.1231127,tertiary,Universidad Nacional del Comahue,Argentina ,Patagonia,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,metabolic rates,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,
94,145,J,Dantagnan P. Borquez A. Hernandez A. Izquierdo M.,"Effect of Epa/Dha Ratios on the Growth and Survival of Galaxias Maculatus (Jenyns, 1842) Larvae Reared under Different Salinity Regimes",Aquaculture Research,2010,10.1111/j.1365-2109.2010.02512.x,tertiary,Universidad Catolica de Temuco,Chile,AraucanÌa,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,feeding,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,y,n,n,n,
233,314,J,Hanchet SM.,"Effect of Land Use on the Distribution and Abundance of Native Fish in Tributaries of the Waikato River in the Hakarimata Range, North Island, New Zealand",New Zealand Journal of Marine and Freshwater Research,1990,10.1080/00288330.1990.9516411,govt,MAF,NZ,Waikato,n,n,y,y,y,n,basin,20,n,na,na,y,n,n,n,n,n,na,na,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,y,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,n,n,n,
52,82,J,Baker CF.,Effect of Ramp Length and Slope on the Efficacy of a Baffled Fish Pass,Journal of Fish Biology,2014,10.1111/jfb.12298,CRI,NIWA,NZ,Waikato,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,passage,n,n,n,n,n,n,y,y,y,n,n,n,n,n,n,n,n,n,y,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,y,n,n,n,
243,325,J,Jackson PD. Williams WD.,"Effects of Brown Trout, Salmo Trutta L., on the Distribution of some Native Fishes in Three Areas of Southern Victoria",Marine and Freshwater Research,1980,10.1071/MF9800061,tertiary,Monash University,Australia,Victoria,y,y,n,n,n,n,regional,240,n,na,na,y,n,n,n,n,n,na,na,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,na,na,y,n,n,n,n,y,n,n,n,n,n,n,n,y,n,y,n,n,n,
164,234,J,Nikora VI. Aberle J. Biggs BJF. Jowett IG. Sykes JRE.,"Effects of Fish Size, Time-to-Fatigue and Turbulence on Swimming Performance: a Case Study of Galaxias Maculatus",Journal of Fish Biology,2003,10.1111/j.1095-8649.2003.00241.x,CRI,NIWA,NZ,Canterbury,n,y,n,n,n,n,lab,na,n,na,na,n,n,y,n,y,n,na,swimming,n,n,n,n,n,n,n,y,n,y,n,n,n,n,n,n,n,y,y,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,y,n,n,n,fish swimming performance
